,phi,rho,te,s
7762,1.43,0.076,19034.699026514645,10000.0
7763,1.435,0.076,19062.66670165681,10000.0
7764,1.44,0.076,19090.362428500415,10000.0
7765,1.445,0.076,19117.853588940397,10000.0
7766,1.45,0.076,19145.050899472975,10000.0
7767,1.455,0.076,19172.058406706277,10000.0
7768,1.46,0.076,19198.828169692446,10000.0
7769,1.465,0.076,19225.39397695454,10000.0
7770,1.47,0.076,19251.71733910987,10000.0
7771,1.475,0.076,19277.84165793518,10000.0
7772,1.48,0.076,19303.756625241847,10000.0
7773,1.4849999999999999,0.076,19329.479154672143,10000.0
7774,1.49,0.076,19354.992131431463,10000.0
7775,1.495,0.076,19380.31468858192,10000.0
7776,1.5,0.076,19405.440251626893,10000.0
7777,1.0,0.077,199.9989233973149,10000.0
7778,1.005,0.077,205.16269426876022,399.99999999999983
7779,1.01,0.077,211.21656416375325,400.7452824930464
7780,1.015,0.077,223.25399896602255,407.2084425379345
7781,1.02,0.077,244.61614544807813,422.32534276013166
7782,1.025,0.077,279.68291026624985,449.7277383949822
7783,1.03,0.077,335.3536245100644,495.02235431641213
7784,1.035,0.077,422.35653231787694,566.7277378325067
7785,1.04,0.077,557.3248273187006,677.7269719484761
7786,1.045,0.077,766.0468660029153,847.485902598049
7787,1.05,0.077,1088.540349194337,1105.4236330970743
7788,1.055,0.077,1586.9930424934282,1496.051083893096
7789,1.06,0.077,2358.1779429102303,2086.787116827471
7790,1.065,0.077,3552.941201762247,2979.907432559589
7791,1.07,0.077,5406.622161569276,4330.6611148428
7792,1.075,0.077,8286.941888636005,6375.057193751026
7793,1.08,0.077,12768.826959676726,9472.005937387703
7794,1.085,0.077,14393.793484314923,10000.0
7795,1.09,0.077,14794.158971185172,10000.0
7796,1.095,0.077,15084.21893511809,10000.0
7797,1.1,0.077,15316.57746269924,10000.0
7798,1.105,0.077,15512.257065409698,10000.0
7799,1.11,0.077,15682.22539395976,10000.0
7800,1.115,0.077,15833.052901793488,10000.0
7801,1.12,0.077,15969.018940196936,10000.0
7802,1.125,0.077,16093.087687769601,10000.0
7803,1.13,0.077,16207.394547511924,10000.0
7804,1.135,0.077,16313.542552212335,10000.0
7805,1.1400000000000001,0.077,16412.76554396334,10000.0
7806,1.145,0.077,16506.035899950162,10000.0
7807,1.15,0.077,16594.118713444834,10000.0
7808,1.155,0.077,16677.662735658447,10000.0
7809,1.16,0.077,16757.176340558042,10000.0
7810,1.165,0.077,16833.096788048704,10000.0
7811,1.17,0.077,16905.7942378647,10000.0
7812,1.175,0.077,16975.58883046156,10000.0
7813,1.18,0.077,17042.741440596343,10000.0
7814,1.185,0.077,17107.48254881148,10000.0
7815,1.19,0.077,17170.011211154313,10000.0
7816,1.195,0.077,17230.530801351877,10000.0
7817,1.2,0.077,17289.174328319496,10000.0
7818,1.205,0.077,17346.09050026153,10000.0
7819,1.21,0.077,17401.394418489523,10000.0
7820,1.215,0.077,17455.204100053877,10000.0
7821,1.22,0.077,17507.62313102745,10000.0
7822,1.225,0.077,17558.73378686551,10000.0
7823,1.23,0.077,17608.609203600026,10000.0
7824,1.235,0.077,17657.352199231427,10000.0
7825,1.24,0.077,17704.982839773187,10000.0
7826,1.245,0.077,17751.611713663926,10000.0
7827,1.25,0.077,17797.260362740235,10000.0
7828,1.255,0.077,17842.01017439321,10000.0
7829,1.26,0.077,17885.86925891498,10000.0
7830,1.2650000000000001,0.077,17928.926653193736,10000.0
7831,1.27,0.077,17971.176503198996,10000.0
7832,1.275,0.077,18012.697315184276,10000.0
7833,1.28,0.077,18053.484677741006,10000.0
7834,1.2850000000000001,0.077,18093.601527286064,10000.0
7835,1.29,0.077,18133.065855664692,10000.0
7836,1.295,0.077,18171.90068279881,10000.0
7837,1.3,0.077,18210.147072466974,10000.0
7838,1.305,0.077,18247.814611109745,10000.0
7839,1.31,0.077,18284.944442157455,10000.0
7840,1.315,0.077,18321.520751013097,10000.0
7841,1.32,0.077,18357.598012491493,10000.0
7842,1.325,0.077,18393.173830806056,10000.0
7843,1.33,0.077,18428.301467473233,10000.0
7844,1.335,0.077,18462.95577544624,10000.0
7845,1.34,0.077,18497.174838498446,10000.0
7846,1.345,0.077,18530.96169964335,10000.0
7847,1.35,0.077,18564.344732911755,10000.0
7848,1.355,0.077,18597.323712426172,10000.0
7849,1.3599999999999999,0.077,18629.926206237844,10000.0
7850,1.365,0.077,18662.152248975835,10000.0
7851,1.37,0.077,18694.01391010501,10000.0
7852,1.375,0.077,18725.528629792407,10000.0
7853,1.38,0.077,18756.691813721754,10000.0
7854,1.385,0.077,18787.55374280785,10000.0
7855,1.3900000000000001,0.077,18818.070110442983,10000.0
7856,1.395,0.077,18848.263702567667,10000.0
7857,1.4,0.077,18878.17501111228,10000.0
7858,1.405,0.077,18907.773372158324,10000.0
7859,1.4100000000000001,0.077,18937.10343654379,10000.0
7860,1.415,0.077,18966.138724827353,10000.0
7861,1.42,0.077,18994.88919302341,10000.0
7862,1.425,0.077,19023.399360931297,10000.0
7863,1.43,0.077,19051.65206981934,10000.0
7864,1.435,0.077,19079.621742203817,10000.0
7865,1.44,0.077,19107.36328136151,10000.0
7866,1.445,0.077,19134.847856647182,10000.0
7867,1.45,0.077,19162.119056599833,10000.0
7868,1.455,0.077,19189.14064619551,10000.0
7869,1.46,0.077,19215.948576026476,10000.0
7870,1.465,0.077,19242.53212443843,10000.0
