,phi,rho,te,s
0,1.0,0.0,4389.0644099208175,10000.0
1,1.005,0.0,4389.0644099208175,10000.0
2,1.01,0.0,4389.0644099208175,10000.0
3,1.015,0.0,4389.0644099208175,10000.0
4,1.02,0.0,4389.0644099208175,10000.0
5,1.025,0.0,4389.0644099208175,10000.0
6,1.03,0.0,4389.0644099208175,10000.0
7,1.035,0.0,4389.0644099208175,10000.0
8,1.04,0.0,4389.0644099208175,10000.0
9,1.045,0.0,4389.0644099208175,10000.0
10,1.05,0.0,4389.0644099208175,10000.0
11,1.055,0.0,4389.0644099208175,10000.0
12,1.06,0.0,4389.0644099208175,10000.0
13,1.065,0.0,4389.0644099208175,10000.0
14,1.07,0.0,4389.0644099208175,10000.0
15,1.075,0.0,4389.0644099208175,10000.0
16,1.08,0.0,4389.0644099208175,10000.0
17,1.085,0.0,4389.0644099208175,10000.0
18,1.09,0.0,4389.0644099208175,10000.0
19,1.095,0.0,4389.0644099208175,10000.0
20,1.1,0.0,4389.0644099208175,10000.0
21,1.105,0.0,4389.0644099208175,10000.0
22,1.11,0.0,4389.0644099208175,10000.0
23,1.115,0.0,4389.0644099208175,10000.0
24,1.12,0.0,4389.0644099208175,10000.0
25,1.125,0.0,4389.0644099208175,10000.0
26,1.13,0.0,4389.0644099208175,10000.0
27,1.135,0.0,4389.0644099208175,10000.0
28,1.1400000000000001,0.0,4389.0644099208175,10000.0
29,1.145,0.0,4389.0644099208175,10000.0
30,1.15,0.0,4389.0644099208175,10000.0
31,1.155,0.0,4389.0644099208175,10000.0
32,1.16,0.0,4389.0644099208175,10000.0
33,1.165,0.0,4389.0644099208175,10000.0
34,1.17,0.0,4389.0644099208175,10000.0
35,1.175,0.0,4389.0644099208175,10000.0
36,1.18,0.0,4389.0644099208175,10000.0
37,1.185,0.0,4389.0644099208175,10000.0
38,1.19,0.0,4389.0644099208175,10000.0
39,1.195,0.0,4389.0644099208175,10000.0
40,1.2,0.0,4389.0644099208175,10000.0
41,1.205,0.0,4389.0644099208175,10000.0
42,1.21,0.0,4389.0644099208175,10000.0
43,1.215,0.0,4389.0644099208175,10000.0
44,1.22,0.0,4389.0644099208175,10000.0
45,1.225,0.0,4389.0644099208175,10000.0
46,1.23,0.0,4389.0644099208175,10000.0
47,1.235,0.0,4389.0644099208175,10000.0
48,1.24,0.0,4389.0644099208175,10000.0
49,1.245,0.0,4389.0644099208175,10000.0
50,1.25,0.0,4389.0644099208175,10000.0
51,1.255,0.0,4389.0644099208175,10000.0
52,1.26,0.0,4389.0644099208175,10000.0
53,1.2650000000000001,0.0,4389.0644099208175,10000.0
54,1.27,0.0,4389.0644099208175,10000.0
55,1.275,0.0,4389.0644099208175,10000.0
56,1.28,0.0,4389.0644099208175,10000.0
57,1.2850000000000001,0.0,4389.0644099208175,10000.0
58,1.29,0.0,4389.0644099208175,10000.0
59,1.295,0.0,4389.0644099208175,10000.0
60,1.3,0.0,4389.0644099208175,10000.0
61,1.305,0.0,4389.0644099208175,10000.0
62,1.31,0.0,4389.0644099208175,10000.0
63,1.315,0.0,4389.0644099208175,10000.0
64,1.32,0.0,4389.0644099208175,10000.0
65,1.325,0.0,4389.0644099208175,10000.0
66,1.33,0.0,4389.0644099208175,10000.0
67,1.335,0.0,4389.0644099208175,10000.0
68,1.34,0.0,4389.0644099208175,10000.0
69,1.345,0.0,4389.0644099208175,10000.0
70,1.35,0.0,4389.0644099208175,10000.0
71,1.355,0.0,4389.0644099208175,10000.0
72,1.3599999999999999,0.0,4389.0644099208175,10000.0
73,1.365,0.0,4389.0644099208175,10000.0
