,p_e,phi,rho,te,s
545,0.00028854,1.3,0.5,30298.81813,10000
546,0.00028854,1.35,0.5,39860.01402,10000
547,0.00028854,1.4,0.5,52444.85185,10000
548,0.00028854,1.45,0.5,69011.64618,10000
549,0.00028854,1.5,0.5,90822.76085,10000
550,0.00028854,1,0.6,193.1388817,401.9203756
551,0.00028854,1.05,0.6,758.3451901,813.5680899
552,0.00028854,1.1,0.6,2481.702202,1881.838092
553,0.00028854,1.15,0.6,5781.081088,3628.45109
554,0.00028854,1.2,0.6,17261.90722,10000
555,0.00028854,1.25,0.6,23042.44949,10000
556,0.00028854,1.3,0.6,30317.11643,10000
557,0.00028854,1.35,0.6,39886.41706,10000
558,0.00028854,1.4,0.6,52482.53962,10000
559,0.00028854,1.45,0.6,69064.74868,10000
560,0.00028854,1.5,0.6,90897.02744,10000
561,0.00028854,1,0.7,193.1388817,401.9203756
562,0.00028854,1.05,0.7,761.1480153,815.3300855
563,0.00028854,1.1,0.7,2484.713873,1882.627645
564,0.00028854,1.15,0.7,5785.357717,3628.877302
565,0.00028854,1.2,0.7,17267.98214,10000
566,0.00028854,1.25,0.7,23051.63298,10000
567,0.00028854,1.3,0.7,30330.67099,10000
568,0.00028854,1.35,0.7,39906.02845,10000
569,0.00028854,1.4,0.7,52510.40789,10000
570,0.00028854,1.45,0.7,69104.10044,10000
571,0.00028854,1.5,0.7,90952.15219,10000
572,0.00028854,1,0.8,193.1388817,401.9203756
573,0.00028854,1.05,0.8,763.3780094,816.7284497
574,0.00028854,1.1,0.8,2487.126851,1883.261781
575,0.00028854,1.15,0.8,5788.819794,3629.243496
576,0.00028854,1.2,0.8,17272.84837,10000
577,0.00028854,1.25,0.8,23058.99899,10000
578,0.00028854,1.3,0.8,30341.52163,10000
579,0.00028854,1.35,0.8,39921.73291,10000
580,0.00028854,1.4,0.8,52532.79239,10000
581,0.00028854,1.45,0.8,69135.64163,10000
582,0.00028854,1.5,0.8,90996.31306,10000
583,0.00028854,1,0.9,193.1388817,401.9203756
584,0.00028854,1.05,0.9,765.3540896,817.9654364
585,0.00028854,1.1,0.9,2489.262322,1883.816259
586,0.00028854,1.15,0.9,5791.924142,3629.584069
587,0.00028854,1.2,0.9,17277.19763,10000
588,0.00028854,1.25,0.9,23065.55996,10000
589,0.00028854,1.3,0.9,30351.21614,10000
590,0.00028854,1.35,0.9,39935.75589,10000
591,0.00028854,1.4,0.9,52552.78157,10000
592,0.00028854,1.45,0.9,69163.82555,10000
593,0.00028854,1.5,0.9,91035.7353,10000
594,0.00028854,1,1,193.1388817,401.9203756
595,0.00028854,1.05,1,769.7742165,820.7963304
596,0.00028854,1.1,1,2493.908723,1885.118322
597,0.00028854,1.15,1,5798.471155,3630.351405
598,0.00028854,1.2,1,17286.25014,10000
599,0.00028854,1.25,1,23079.21478,10000
600,0.00028854,1.3,1,30371.37332,10000
601,0.00028854,1.35,1,39964.89949,10000
602,0.00028854,1.4,1,52594.36395,10000
603,0.00028854,1.45,1,69222.55941,10000
604,0.00028854,1.5,1,91118.0612,10000
605,0.00037606,1,0,191.3625969,404.566336
606,0.00037606,1.05,0,191.3625969,404.566336
607,0.00037606,1.1,0,191.3625969,404.566336
608,0.00037606,1.15,0,191.3625969,404.566336
609,0.00037606,1.2,0,191.3625969,404.566336
610,0.00037606,1.25,0,191.3625969,404.566336
611,0.00037606,1.3,0,191.3625969,404.566336
612,0.00037606,1.35,0,191.3625969,404.566336
613,0.00037606,1.4,0,191.3625969,404.566336
614,0.00037606,1.45,0,191.3625969,404.566336
615,0.00037606,1.5,0,191.3625969,404.566336
616,0.00037606,1,0.1,191.3625969,404.566336
617,0.00037606,1.05,0.1,586.6870168,690.1023358
618,0.00037606,1.1,0.1,1932.537209,1548.622361
619,0.00037606,1.15,0.1,4511.831919,2951.577099
620,0.00037606,1.2,0.1,16321.17836,10000
621,0.00037606,1.25,0.1,21830.09489,10000
622,0.00037606,1.3,0.1,28633.7231,10000
623,0.00037606,1.35,0.1,37558.21068,10000
624,0.00037606,1.4,0.1,49274.03732,10000
625,0.00037606,1.45,0.1,64656.01392,10000
626,0.00037606,1.5,0.1,84853.24094,10000
627,0.00037606,1,0.2,191.3625969,404.566336
628,0.00037606,1.05,0.2,634.827671,722.5761027
629,0.00037606,1.1,0.2,1978.463712,1560.656534
630,0.00037606,1.15,0.2,4577.038179,2958.137717
631,0.00037606,1.2,0.2,16413.4516,10000
632,0.00037606,1.25,0.2,21969.45438,10000
633,0.00037606,1.3,0.2,28839.0712,10000
634,0.00037606,1.35,0.2,37854.51796,10000
635,0.00037606,1.4,0.2,49695.46244,10000
636,0.00037606,1.45,0.2,65249.24774,10000
637,0.00037606,1.5,0.2,85682.1481,10000
638,0.00037606,1,0.3,191.3625969,404.566336
639,0.00037606,1.05,0.3,649.1213769,731.6672461
640,0.00037606,1.1,0.3,1993.226857,1564.337589
641,0.00037606,1.15,0.3,4598.470383,2960.257972
642,0.00037606,1.2,0.3,16443.9007,10000
643,0.00037606,1.25,0.3,22015.43318,10000
644,0.00037606,1.3,0.3,28906.8458,10000
645,0.00037606,1.35,0.3,37952.39046,10000
646,0.00037606,1.4,0.3,49834.7784,10000
647,0.00037606,1.45,0.3,65445.51928,10000
648,0.00037606,1.5,0.3,85956.57867,10000
649,0.00037606,1,0.4,191.3625969,404.566336
650,0.00037606,1.05,0.4,655.9894004,735.9392848
651,0.00037606,1.1,0.4,2000.59067,1566.155092
652,0.00037606,1.15,0.4,4609.192693,2961.304984
653,0.00037606,1.2,0.4,16459.16049,10000
654,0.00037606,1.25,0.4,22038.48678,10000
655,0.00037606,1.3,0.4,28940.85414,10000
656,0.00037606,1.35,0.4,38001.51215,10000
657,0.00037606,1.4,0.4,49904.69333,10000
658,0.00037606,1.45,0.4,65544.06449,10000
659,0.00037606,1.5,0.4,86094.45832,10000
660,0.00037606,1,0.5,191.3625969,404.566336
661,0.00037606,1.05,0.5,660.0708354,738.4514322
662,0.00037606,1.1,0.5,2005.030499,1567.237318
663,0.00037606,1.15,0.5,4615.73987,2961.970146
664,0.00037606,1.2,0.5,16468.40339,10000
665,0.00037606,1.25,0.5,22052.49379,10000
666,0.00037606,1.3,0.5,28961.5015,10000
667,0.00037606,1.35,0.5,38031.33411,10000
668,0.00037606,1.4,0.5,49947.17573,10000
669,0.00037606,1.45,0.5,65603.91351,10000
670,0.00037606,1.5,0.5,86178.13333,10000
671,0.00037606,1,0.6,191.3625969,404.566336
672,0.00037606,1.05,0.6,662.8114757,740.1269689
673,0.00037606,1.1,0.6,2008.038899,1567.964116
674,0.00037606,1.15,0.6,4620.131702,2962.379479
675,0.00037606,1.2,0.6,16474.71193,10000
676,0.00037606,1.25,0.6,22062.01703,10000
677,0.00037606,1.3,0.6,28975.54949,10000
678,0.00037606,1.35,0.6,38051.62635,10000
679,0.00037606,1.4,0.6,49976.08946,10000
680,0.00037606,1.45,0.6,65644.67271,10000
681,0.00037606,1.5,0.6,86235.19256,10000
682,0.00037606,1,0.7,191.3625969,404.566336
683,0.00037606,1.05,0.7,664.8221635,741.3509407
684,0.00037606,1.1,0.7,2010.280243,1568.514502
685,0.00037606,1.15,0.7,4623.405109,2962.695382
686,0.00037606,1.2,0.7,16479.38185,10000
687,0.00037606,1.25,0.7,22069.08079,10000
688,0.00037606,1.3,0.7,28985.97298,10000
689,0.00037606,1.35,0.7,38066.67543,10000
690,0.00037606,1.4,0.7,49997.52395,10000
691,0.00037606,1.45,0.7,65674.89226,10000
692,0.00037606,1.5,0.7,86277.5499,10000
693,0.00037606,1,0.8,191.3625969,404.566336
694,0.00037606,1.05,0.8,666.4211279,742.321994
695,0.00037606,1.1,0.8,2012.057194,1568.940976
696,0.00037606,1.15,0.8,4626.024075,2962.949219
697,0.00037606,1.2,0.8,16483.12511,10000
698,0.00037606,1.25,0.8,22074.73971,10000
699,0.00037606,1.3,0.8,28994.31898,10000
700,0.00037606,1.35,0.8,38078.75431,10000
701,0.00037606,1.4,0.8,50014.72018,10000
702,0.00037606,1.45,0.8,65699.14784,10000
703,0.00037606,1.5,0.8,86311.46745,10000
704,0.00037606,1,0.9,191.3625969,404.566336
705,0.00037606,1.05,0.9,667.8381158,743.1817668
706,0.00037606,1.1,0.9,2013.645847,1569.326918
707,0.00037606,1.15,0.9,4628.365095,2963.180487
708,0.00037606,1.2,0.9,16486.44664,10000
709,0.00037606,1.25,0.9,22079.77761,10000
710,0.00037606,1.3,0.9,29001.75469,10000
711,0.00037606,1.35,0.9,38089.51842,10000
712,0.00037606,1.4,0.9,50030.04374,10000
713,0.00037606,1.45,0.9,65720.75057,10000
714,0.00037606,1.5,0.9,86341.73053,10000
715,0.00037606,1,1,191.3625969,404.566336
716,0.00037606,1.05,1,670.9736055,745.1477052
717,0.00037606,1.1,1,2016.997467,1570.216159
718,0.00037606,1.15,1,4633.174541,2963.712156
719,0.00037606,1.2,1,16493.16399,10000
720,0.00037606,1.25,1,22089.90058,10000
721,0.00037606,1.3,1,29016.69578,10000
722,0.00037606,1.35,1,38111.1307,10000
723,0.00037606,1.4,1,50060.89006,10000
724,0.00037606,1.45,1,65764.32557,10000
725,0.00037606,1.5,1,86402.78679,10000
726,0.000490127,1,0,189.2432758,405.4980745
727,0.000490127,1.05,0,189.2432758,405.4980745
728,0.000490127,1.1,0,189.2432758,405.4980745
729,0.000490127,1.15,0,189.2432758,405.4980745
730,0.000490127,1.2,0,189.2432758,405.4980745
731,0.000490127,1.25,0,189.2432758,405.4980745
732,0.000490127,1.3,0,189.2432758,405.4980745
733,0.000490127,1.35,0,189.2432758,405.4980745
734,0.000490127,1.4,0,189.2432758,405.4980745
735,0.000490127,1.45,0,189.2432758,405.4980745
736,0.000490127,1.5,0,189.2432758,405.4980745
737,0.000490127,1,0.1,189.2432758,405.4980745
738,0.000490127,1.05,0.1,524.2702215,642.241968
739,0.000490127,1.1,0.1,1571.976412,1302.925553
740,0.000490127,1.15,0.1,3617.430725,2423.64113
741,0.000490127,1.2,0.1,15823.09563,10000
742,0.000490127,1.25,0.1,21125.18964,10000
743,0.000490127,1.3,0.1,27674.21727,10000
744,0.000490127,1.35,0.1,36252.09584,10000
745,0.000490127,1.4,0.1,47496.59043,10000
746,0.000490127,1.45,0.1,62238.12432,10000
747,0.000490127,1.5,0.1,81565.97207,10000
748,0.000490127,1,0.2,189.2432758,405.4980745
749,0.000490127,1.05,0.2,558.8979564,664.903023
750,0.000490127,1.1,0.2,1605.858935,1311.039993
751,0.000490127,1.15,0.2,3666.80954,2428.121142
752,0.000490127,1.2,0.2,15893.83896,10000
753,0.000490127,1.25,0.2,21232.30703,10000
754,0.000490127,1.3,0.2,27832.03496,10000
755,0.000490127,1.35,0.2,36479.78921,10000
756,0.000490127,1.4,0.2,47820.35592,10000
757,0.000490127,1.45,0.2,62693.83024,10000
758,0.000490127,1.5,0.2,82202.54144,10000
759,0.000490127,1,0.3,189.2432758,405.4980745
760,0.000490127,1.05,0.3,569.0791387,671.1472755
761,0.000490127,1.1,0.3,1616.788745,1313.533241
762,0.000490127,1.15,0.3,3683.039166,2429.568031
763,0.000490127,1.2,0.3,15917.14228,10000
764,0.000490127,1.25,0.3,21267.65084,10000
765,0.000490127,1.3,0.3,27884.11825,10000
766,0.000490127,1.35,0.3,36554.99069,10000
767,0.000490127,1.4,0.3,47927.37923,10000
768,0.000490127,1.45,0.3,62844.54873,10000
769,0.000490127,1.5,0.3,82413.30871,10000
770,0.000490127,1,0.4,189.2432758,405.4980745
771,0.000490127,1.05,0.4,573.9789526,674.0853656
772,0.000490127,1.1,0.4,1622.23712,1314.760681
773,0.000490127,1.15,0.4,3691.172305,2430.291746
774,0.000490127,1.2,0.4,15928.84556,10000
775,0.000490127,1.25,0.4,21285.36811,10000
776,0.000490127,1.3,0.4,27910.24209,10000
777,0.000490127,1.35,0.4,36592.72938,10000
778,0.000490127,1.4,0.4,47981.11257,10000
779,0.000490127,1.45,0.4,62920.279,10000
780,0.000490127,1.5,0.4,82519.19694,10000
781,0.000490127,1,0.5,189.2432758,405.4980745
782,0.000490127,1.05,0.5,576.882996,675.8047279
783,0.000490127,1.1,0.5,1625.530639,1315.497613
784,0.000490127,1.15,0.5,3696.095009,2430.724632
785,0.000490127,1.2,0.5,15935.93428,10000
786,0.000490127,1.25,0.5,21296.12446,10000
787,0.000490127,1.3,0.5,27926.11357,10000
788,0.000490127,1.35,0.5,36615.63813,10000
789,0.000490127,1.4,0.5,48013.71567,10000
790,0.000490127,1.45,0.5,62966.24629,10000
791,0.000490127,1.5,0.5,82583.52082,10000
792,0.000490127,1,0.6,189.2432758,405.4980745
793,0.000490127,1.05,0.6,578.8352518,676.9534898
794,0.000490127,1.1,0.6,1627.768729,1315.997988
795,0.000490127,1.15,0.6,3699.450513,2431.022967
796,0.000490127,1.2,0.6,15940.75189,10000
797,0.000490127,1.25,0.6,21303.44284,10000
798,0.000490127,1.3,0.6,27936.91062,10000
799,0.000490127,1.35,0.6,36631.24851,10000
800,0.000490127,1.4,0.6,48035.94752,10000
801,0.000490127,1.45,0.6,62997.54004,10000
802,0.000490127,1.5,0.6,82627.31114,10000
803,0.000490127,1,0.7,189.2432758,405.4980745
804,0.000490127,1.05,0.7,580.2655208,677.791079
805,0.000490127,1.1,0.7,1629.418469,1316.362387
806,0.000490127,1.15,0.7,3701.921523,2431.234929
807,0.000490127,1.2,0.7,15944.33138,10000
808,0.000490127,1.25,0.7,21308.86794,10000
809,0.000490127,1.3,0.7,27944.91497,10000
810,0.000490127,1.35,0.7,36642.80667,10000
811,0.000490127,1.4,0.7,48052.40543,10000
812,0.000490127,1.45,0.7,63020.77417,10000
813,0.000490127,1.5,0.7,82659.78969,10000
814,0.000490127,1,0.8,189.2432758,405.4980745
815,0.000490127,1.05,0.8,581.4059524,678.4586374
816,0.000490127,1.1,0.8,1630.737541,1316.654964
817,0.000490127,1.15,0.8,3703.906048,2431.409731
818,0.000490127,1.2,0.8,15947.19128,10000
819,0.000490127,1.25,0.8,21313.20702,10000
820,0.000490127,1.3,0.8,27951.31184,10000
821,0.000490127,1.35,0.8,36652.05624,10000
822,0.000490127,1.4,0.8,48065.58156,10000
823,0.000490127,1.45,0.8,63039.36593,10000
824,0.000490127,1.5,0.8,82685.81511,10000
825,0.000490127,1,0.9,189.2432758,405.4980745
826,0.000490127,1.05,0.9,582.4134534,679.0476567
827,0.000490127,1.1,0.9,1631.909145,1316.914408
828,0.000490127,1.15,0.9,3705.674725,2431.569761
829,0.000490127,1.2,0.9,15949.73306,10000
830,0.000490127,1.25,0.9,21317.0762,10000
831,0.000490127,1.3,0.9,27957.03096,10000
832,0.000490127,1.35,0.9,36660.31985,10000
833,0.000490127,1.4,0.9,48077.32537,10000
834,0.000490127,1.45,0.9,63055.93348,10000
835,0.000490127,1.5,0.9,82709.02565,10000
836,0.000490127,1,1,189.2432758,405.4980745
837,0.000490127,1.05,1,584.6116732,680.3951627
838,0.000490127,1.1,1,1634.309678,1317.518869
839,0.000490127,1.15,1,3709.161586,2431.928787
840,0.000490127,1.2,1,15954.6488,10000
841,0.000490127,1.25,1,21324.48724,10000
842,0.000490127,1.3,1,27967.97772,10000
843,0.000490127,1.35,1,36676.16382,10000
844,0.000490127,1.4,1,48099.9654,10000
845,0.000490127,1.45,1,63087.8882,10000
846,0.000490127,1.5,1,82753.83487,10000
847,0.000638794,1,0,186.7970144,409.1867899
848,0.000638794,1.05,0,186.7970144,409.1867899
849,0.000638794,1.1,0,186.7970144,409.1867899
850,0.000638794,1.15,0,186.7970144,409.1867899
851,0.000638794,1.2,0,186.7970144,409.1867899
852,0.000638794,1.25,0,186.7970144,409.1867899
853,0.000638794,1.3,0,186.7970144,409.1867899
854,0.000638794,1.35,0,186.7970144,409.1867899
855,0.000638794,1.4,0,186.7970144,409.1867899
856,0.000638794,1.45,0,186.7970144,409.1867899
857,0.000638794,1.5,0,186.7970144,409.1867899
858,0.000638794,1,0.1,186.7970144,409.1867899
859,0.000638794,1.05,0.1,467.3863722,600.9005971
860,0.000638794,1.1,0.1,1281.991925,1106.865904
861,0.000638794,1.15,0.1,2907.61504,2003.726712
862,0.000638794,1.2,0.1,15482.15062,10000
863,0.000638794,1.25,0.1,20583.82668,10000
864,0.000638794,1.3,0.1,26936.69267,10000
865,0.000638794,1.35,0.1,35248.16793,10000
866,0.000638794,1.4,0.1,46130.3615,10000
867,0.000638794,1.45,0.1,60379.6455,10000
868,0.000638794,1.5,0.1,79039.1985,10000
869,0.000638794,1,0.2,186.7970144,409.1867899
870,0.000638794,1.05,0.2,491.9838693,616.4099694
871,0.000638794,1.1,0.2,1307.036242,1112.294403
872,0.000638794,1.15,0.2,2945.022464,2006.759282
873,0.000638794,1.2,0.2,15536.42167,10000
874,0.000638794,1.25,0.2,20666.16066,10000
875,0.000638794,1.3,0.2,27057.97142,10000
876,0.000638794,1.35,0.2,35423.11368,10000
877,0.000638794,1.4,0.2,46379.07493,10000
878,0.000638794,1.45,0.2,60729.6506,10000
879,0.000638794,1.5,0.2,79528.06598,10000
880,0.000638794,1,0.3,186.7970144,409.1867899
881,0.000638794,1.05,0.3,499.183256,620.6374769
882,0.000638794,1.1,0.3,1315.144047,1113.972625
883,0.000638794,1.15,0.3,2957.325084,2007.742224
884,0.000638794,1.2,0.3,15554.30111,10000
885,0.000638794,1.25,0.3,20693.32085,10000
886,0.000638794,1.3,0.3,27097.99939,10000
887,0.000638794,1.35,0.3,35480.89638,10000
888,0.000638794,1.4,0.3,46461.28477,10000
889,0.000638794,1.45,0.3,60845.44133,10000
890,0.000638794,1.5,0.3,79689.93036,10000
891,0.000638794,1,0.4,186.7970144,409.1867899
892,0.000638794,1.05,0.4,502.6532552,622.6277232
893,0.000638794,1.1,0.4,1319.182643,1114.795364
894,0.000638794,1.15,0.4,2963.492185,2008.235446
895,0.000638794,1.2,0.4,15563.27428,10000
896,0.000638794,1.25,0.4,20706.93602,10000
897,0.000638794,1.3,0.4,27118.09364,10000
898,0.000638794,1.35,0.4,35509.89079,10000
899,0.000638794,1.4,0.4,46502.58045,10000
900,0.000638794,1.45,0.4,60903.56824,10000
901,0.000638794,1.5,0.4,79771.24597,10000
902,0.000638794,1,0.5,186.7970144,409.1867899
903,0.000638794,1.05,0.5,504.696279,623.7774863
904,0.000638794,1.1,0.5,1321.622771,1115.288263
905,0.000638794,1.15,0.5,2967.214843,2008.523286
906,0.000638794,1.2,0.5,15568.71446,10000
907,0.000638794,1.25,0.5,20715.19665,10000
908,0.000638794,1.3,0.5,27130.26591,10000
909,0.000638794,1.35,0.5,35527.49107,10000
910,0.000638794,1.4,0.5,46527.63069,10000
911,0.000638794,1.45,0.5,60938.88985,10000
912,0.000638794,1.5,0.5,79820.61011,10000
913,0.000638794,1,0.6,186.7970144,409.1867899
914,0.000638794,1.05,0.6,506.0946329,624.5709655
915,0.000638794,1.1,0.6,1323.282586,1115.624644
916,0.000638794,1.15,0.6,2969.764615,2008.732522
917,0.000638794,1.2,0.6,15572.41219,10000
918,0.000638794,1.25,0.6,20720.81866,10000
919,0.000638794,1.3,0.6,27138.57116,10000
920,0.000638794,1.35,0.6,35539.47308,10000
921,0.000638794,1.4,0.6,46544.68981,10000
922,0.000638794,1.45,0.6,60962.92578,10000
923,0.000638794,1.5,0.6,79854.28167,10000
924,0.000638794,1,0.7,186.7970144,409.1867899
925,0.000638794,1.05,0.7,507.1067288,625.1367586
926,0.000638794,1.1,0.7,1324.509,1115.872989
927,0.000638794,1.15,0.7,2971.638647,2008.87818
928,0.000638794,1.2,0.7,15575.15629,10000
929,0.000638794,1.25,0.7,20724.98443,10000
930,0.000638794,1.3,0.7,27144.70847,10000
931,0.000638794,1.35,0.7,35548.35401,10000
932,0.000638794,1.4,0.7,46557.31028,10000
933,0.000638794,1.45,0.7,60980.72764,10000
934,0.000638794,1.5,0.7,79879.13301,10000
935,0.000638794,1,0.8,186.7970144,409.1867899
936,0.000638794,1.05,0.8,507.9144167,625.5895511
937,0.000638794,1.1,0.8,1325.486537,1116.070469
938,0.000638794,1.15,0.8,2973.139807,2008.997844
939,0.000638794,1.2,0.8,15577.33893,10000
940,0.000638794,1.25,0.8,20728.3121,10000
941,0.000638794,1.3,0.8,27149.6273,10000
942,0.000638794,1.35,0.8,35555.44995,10000
943,0.000638794,1.4,0.8,46567.4163,10000
944,0.000638794,1.45,0.8,60995.00433,10000
945,0.000638794,1.5,0.8,79899.12919,10000
946,0.000638794,1,0.9,186.7970144,409.1867899
947,0.000638794,1.05,0.9,508.6262314,625.988108
948,0.000638794,1.1,0.9,1326.353508,1116.246355
949,0.000638794,1.15,0.9,2974.469737,2009.102397
950,0.000638794,1.2,0.9,15579.28565,10000
951,0.000638794,1.25,0.9,20731.26992,10000
952,0.000638794,1.3,0.9,27153.99014,10000
953,0.000638794,1.35,0.9,35561.77441,10000
954,0.000638794,1.4,0.9,46576.40939,10000
955,0.000638794,1.45,0.9,61007.66906,10000
956,0.000638794,1.5,0.9,79916.89678,10000
957,0.000638794,1,1,186.7970144,409.1867899
958,0.000638794,1.05,1,510.1485274,626.9000675
959,0.000638794,1.1,1,1328.049164,1116.650397
960,0.000638794,1.15,1,2976.966227,2009.347724
961,0.000638794,1.2,1,15582.8143,10000
962,0.000638794,1.25,1,20736.61689,10000
963,0.000638794,1.3,1,27161.88742,10000
964,0.000638794,1.35,1,35573.1922,10000
965,0.000638794,1.4,1,46592.75099,10000
966,0.000638794,1.45,1,61030.74341,10000
967,0.000638794,1.5,1,79949.25689,10000
968,0.000832553,1,0,184.1215608,415.9829176
969,0.000832553,1.05,0,184.1215608,415.9829176
970,0.000832553,1.1,0,184.1215608,415.9829176
971,0.000832553,1.15,0,184.1215608,415.9829176
972,0.000832553,1.2,0,184.1215608,415.9829176
973,0.000832553,1.25,0,184.1215608,415.9829176
974,0.000832553,1.3,0,184.1215608,415.9829176
975,0.000832553,1.35,0,184.1215608,415.9829176
976,0.000832553,1.4,0,184.1215608,415.9829176
977,0.000832553,1.45,0,184.1215608,415.9829176
978,0.000832553,1.5,0,184.1215608,415.9829176
979,0.000832553,1,0.1,184.1215608,415.9829176
980,0.000832553,1.05,0.1,416.7922419,567.990971
981,0.000832553,1.1,0.1,1049.75702,953.3431769
982,0.000832553,1.15,0.1,2345.027959,1672.41626
983,0.000832553,1.2,0.1,15231.49984,10000
984,0.000832553,1.25,0.1,20168.73636,10000
985,0.000832553,1.3,0.1,26370.79221,10000
986,0.000832553,1.35,0.1,34477.82323,10000
987,0.000832553,1.4,0.1,45082.0211,10000
988,0.000832553,1.45,0.1,58953.5671,10000
989,0.000832553,1.5,0.1,77100.27652,10000
990,0.000832553,1,0.2,184.1215608,415.9829176
991,0.000832553,1.05,0.2,434.1089567,578.4292323
992,0.000832553,1.1,0.2,1068.309817,956.9451113
993,0.000832553,1.15,0.2,2373.397437,1674.452888
994,0.000832553,1.2,0.2,15273.1662,10000
995,0.000832553,1.25,0.2,20232.0159,10000
996,0.000832553,1.3,0.2,26463.99604,10000
997,0.000832553,1.35,0.2,34612.24613,10000
998,0.000832553,1.4,0.2,45273.07839,10000
999,0.000832553,1.45,0.2,59222.36779,10000
1000,0.000832553,1.5,0.2,77475.70451,10000
1001,0.000832553,1,0.3,184.1215608,415.9829176
1002,0.000832553,1.05,0.3,439.1750521,581.2536805
1003,0.000832553,1.1,0.3,1074.33064,958.0628707
1004,0.000832553,1.15,0.3,2382.711693,1675.100081
1005,0.000832553,1.2,0.3,15286.89726,10000
1006,0.000832553,1.25,0.3,20252.8749,10000
1007,0.000832553,1.3,0.3,26494.7571,10000
1008,0.000832553,1.35,0.3,34656.63779,10000
1009,0.000832553,1.4,0.3,45336.22685,10000
1010,0.000832553,1.45,0.3,59311.30578,10000
1011,0.000832553,1.5,0.3,77600.00482,10000
1012,0.000832553,1,0.4,184.1215608,415.9829176
1013,0.000832553,1.05,0.4,441.6164171,582.5796386
1014,0.000832553,1.1,0.4,1077.329065,958.6097147
1015,0.000832553,1.15,0.4,2387.394661,1675.438867
1016,0.000832553,1.2,0.4,15293.78004,10000
1017,0.000832553,1.25,0.4,20263.34247,10000
1018,0.000832553,1.3,0.4,26510.18098,10000
1019,0.000832553,1.35,0.4,34678.90747,10000
1020,0.000832553,1.4,0.4,45367.91451,10000
1021,0.000832553,1.45,0.4,59355.95579,10000
1022,0.000832553,1.5,0.4,77662.40837,10000
1023,0.000832553,1,0.5,184.1215608,415.9829176
1024,0.000832553,1.05,0.5,443.067367,583.3578173
1025,0.000832553,1.1,0.5,1079.14656,958.9421393
1026,0.000832553,1.15,0.5,2390.225971,1675.639787
1027,0.000832553,1.2,0.5,15297.94725,10000
1028,0.000832553,1.25,0.5,20269.69256,10000
1029,0.000832553,1.3,0.5,26519.54597,10000
1030,0.000832553,1.35,0.5,34692.4292,10000
1031,0.000832553,1.4,0.5,45387.16925,10000
1032,0.000832553,1.45,0.5,59383.05527,10000
1033,0.000832553,1.5,0.5,77700.34464,10000
1034,0.000832553,1,0.6,184.1215608,415.9829176
1035,0.000832553,1.05,0.6,444.0422308,583.8772417
1036,0.000832553,1.1,0.6,1080.377719,959.1657244
1037,0.000832553,1.15,0.6,2392.14977,1675.77439
1038,0.000832553,1.2,0.6,15300.78848,10000
1039,0.000832553,1.25,0.6,20274.0046,10000
1040,0.000832553,1.3,0.6,26525.90631,10000
1041,0.000832553,1.35,0.6,34701.62063,10000
1042,0.000832553,1.4,0.6,45400.26074,10000
1043,0.000832553,1.45,0.6,59401.49767,10000
1044,0.000832553,1.5,0.6,77726.19049,10000
1045,0.000832553,1,0.7,184.1215608,415.9829176
1046,0.000832553,1.05,0.7,444.7572149,584.2570831
1047,0.000832553,1.1,0.7,1081.285148,959.3296225
1048,0.000832553,1.15,0.7,2393.569996,1675.873727
1049,0.000832553,1.2,0.7,15302.87976,10000
1050,0.000832553,1.25,0.7,20277.19574,10000
1051,0.000832553,1.3,0.7,26530.62145,10000
1052,0.000832553,1.35,0.7,34708.43345,10000
1053,0.000832553,1.4,0.7,45409.95748,10000
1054,0.000832553,1.45,0.7,59415.16259,10000
1055,0.000832553,1.5,0.7,77745.24288,10000
1056,0.000832553,1,0.8,184.1215608,415.9829176
1057,0.000832553,1.05,0.8,445.3243409,584.5582368
1058,0.000832553,1.1,0.8,1082.010684,959.4625909
1059,0.000832553,1.15,0.8,2394.703085,1675.953625
1060,0.000832553,1.2,0.8,15304.55319,10000
1061,0.000832553,1.25,0.8,20279.74503,10000
1062,0.000832553,1.3,0.8,26534.37978,10000
1063,0.000832553,1.35,0.8,34713.87326,10000
1064,0.000832553,1.4,0.8,45417.69804,10000
1065,0.000832553,1.45,0.8,59426.11084,10000
1066,0.000832553,1.5,0.8,77760.52571,10000
1067,0.000832553,1,0.9,184.1215608,415.9829176
1068,0.000832553,1.05,0.9,445.8231286,584.8235161
1069,0.000832553,1.1,0.9,1082.649391,959.5790272
1070,0.000832553,1.15,0.9,2395.715504,1676.036155
1071,0.000832553,1.2,0.9,15306.04243,10000
1072,0.000832553,1.25,0.9,20281.99853,10000
1073,0.000832553,1.3,0.9,26537.7146,10000
1074,0.000832553,1.35,0.9,34718.6815,10000
1075,0.000832553,1.4,0.9,45424.57345,10000
1076,0.000832553,1.45,0.9,59435.80248,10000
1077,0.000832553,1.5,0.9,77774.13018,10000
1078,0.000832553,1,1,184.1215608,415.9829176
1079,0.000832553,1.05,1,446.8635621,585.4334244
1080,0.000832553,1.1,1,1083.832032,959.8512933
1081,0.000832553,1.15,1,2397.459538,1676.192658
1082,0.000832553,1.2,1,15308.5271,10000
1083,0.000832553,1.25,1,20285.77435,10000
1084,0.000832553,1.3,1,26543.27436,10000
1085,0.000832553,1.35,1,34726.73451,10000
1086,0.000832553,1.4,1,45436.05407,10000
